Aircraft_name;Legal_Basis;Aircraft_model_category;Minimum_Crew;Maximum_Passengers;MTOM_kg;ELA1_flag;ELA2_flag;Complex_aircraft;Number_of_engines;Count_of_Propellers;ICAO;Aircraft_Construction_Year;Initial_Registration_Date;Import_Previous_country;Engine_1_Manufacturer;Engine_1;Engine_2_Manufacturer;Engine_2;Engine_3_Manufacturer;Engine_3;Engine_4_Manufacturer;Engine_4;
"Cessna 170B";"Annex I";"Airplanes";"1";"3";"998,00";"False";"False";"False";"1";"1";"C170";"1952";"07.11.1989";"";"Teledyne Continental";"Continental O-300-A";"";"";"";"";"";"";
"Cessna 172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1967";"13.10.1997";"";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna 172K";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1970";"05.07.1991";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna 172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1976";"11.09.1987";"";"Technify Motors GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"Cessna 172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1974";"25.04.1990";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna 172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1976";"21.08.1989";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna 172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1975";"15.11.1983";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna 172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1974";"08.03.1991";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1979";"27.01.2005";"";"";"TAE 125-02-114";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1978";"06.02.1989";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1979";"02.11.1987";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1977";"09.06.1988";"";"Textron Lycoming";"Lycoming O-360-A2A";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1980";"20.06.1988";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1980";"19.07.1988";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1980";"29.06.1988";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1979";"24.02.1988";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1976";"09.08.1990";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1977";"30.09.1987";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1976";"28.06.1988";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1977";"02.11.1989";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1978";"14.06.1989";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1976";"13.09.1988";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1980";"12.09.1988";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1986";"06.10.2017";"Croatia";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"18.08.1988";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"17.02.1989";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"14.03.1990";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1979";"19.04.1989";"";"Thielert Aircraft Engines GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1982";"09.10.1989";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"01.07.1991";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1982";"20.07.1990";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1980";"09.08.1989";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"20.06.1988";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1981";"08.06.1988";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"19.12.1990";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1982";"05.04.2017";"United Kingdom";"Technify Motors GmbH";"TAE 125-02-114";"";"";"";"";"";"";
"Cessna 172P";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1981";"08.10.2019";"Norway";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna 172S";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"2001";"02.06.2006";"Denmark";"Textron Lycoming";"Lycoming IO-360-L2A";"";"";"";"";"";"";
"Cessna 172S";"EASA";"Airplanes";"1";"3";"1111,00";"True";"False";"False";"1";"1";"C172";"2001";"09.09.2005";"United States";"Thielert Aircraft Engines GmbH";"TAE 125-02-99";"";"";"";"";"";"";
"Cessna 172S";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"2002";"04.05.2006";"United States";"Textron Lycoming";"Lycoming IO-360-L2A";"";"";"";"";"";"";
"Cessna 175A";"EASA";"Airplanes";"1";"3";"1066,00";"True";"False";"False";"1";"1";"C175";"1960";"30.05.1974";"Sweden";"Textron Lycoming";"Lycoming O-360-A1A";"";"";"";"";"";"";
"Cessna 177A";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C177";"1969";"18.06.1969";"";"Textron Lycoming";"Lycoming O-360-A2F";"";"";"";"";"";"";
"Cessna 177A";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C177";"1969";"24.06.1969";"";"Textron Lycoming";"Lycoming O-360-A2F";"";"";"";"";"";"";
"Cessna 177B";"EASA";"Airplanes";"1";"3";"1135,00";"True";"False";"False";"1";"1";"C177";"1975";"13.06.1991";"";"Textron Lycoming";"Lycoming O-360-A1F6D";"";"";"";"";"";"";
"Cessna 177B";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C177";"1969";"18.07.2007";"United States";"Textron Lycoming";"Lycoming O-360-A1F6";"";"";"";"";"";"";
"Cessna 177RG";"EASA";"Airplanes";"1";"3";"1270,00";"False";"True";"False";"1";"1";"C77R";"1975";"24.01.1990";"United States";"Textron Lycoming";"Lycoming IO-360-A1B6D";"";"";"";"";"";"";
"Cessna 180";"EASA";"Airplanes";"1";"3";"1279,00";"False";"True";"False";"1";"1";"C180";"1954";"22.06.1961";"";"Teledyne Continental";"Continental O-470-J";"";"";"";"";"";"";
"Cessna 180H";"EASA";"Airplanes";"1";"5";"1447,00";"False";"True";"False";"1";"1";"C180";"1969";"15.09.1969";"";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 180H";"EASA";"Airplanes";"1";"5";"1447,00";"False";"True";"False";"1";"1";"C180";"1967";"01.08.1984";"";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 180H";"EASA";"Airplanes";"1";"5";"1447,00";"False";"True";"False";"1";"1";"C180";"1969";"01.08.1969";"";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 180H";"EASA";"Airplanes";"1";"5";"1447,00";"False";"True";"False";"1";"1";"C180";"1969";"30.04.2004";"Norway";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 180K";"EASA";"Airplanes";"1";"5";"1338,00";"False";"True";"False";"1";"1";"C180";"1979";"05.09.1990";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna 182F";"EASA";"Airplanes";"1";"3";"1272,00";"False";"True";"False";"1";"1";"C182";"1963";"07.05.1976";"Sweden";"Teledyne Continental";"Continental O-470";"";"";"";"";"";"";
"Cessna 182H";"EASA";"Airplanes";"1";"3";"1272,00";"False";"True";"False";"1";"1";"C182";"1965";"11.06.1982";"";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 182P";"EASA";"Airplanes";"1";"3";"1406,00";"False";"True";"False";"1";"1";"C182";"1975";"21.08.1989";"";"Teledyne Continental";"Continental O-470-S";"";"";"";"";"";"";
"Cessna 182P";"EASA";"Airplanes";"1";"3";"1338,00";"False";"True";"False";"1";"1";"C182";"1976";"07.06.1990";"";"Teledyne Continental";"Continental IO-550-D27B";"";"";"";"";"";"";
"Cessna 182P";"EASA";"Airplanes";"1";"3";"1340,00";"False";"True";"False";"1";"1";"C182";"1975";"23.12.2009";"Germany";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 182P";"EASA";"Airplanes";"1";"3";"1338,00";"False";"True";"False";"1";"1";"C182";"1976";"22.03.1989";"";"Teledyne Continental";"Continental O-470-S";"";"";"";"";"";"";
"Cessna 182P";"EASA";"Airplanes";"1";"3";"1338,00";"False";"True";"False";"1";"1";"C182";"1972";"19.08.2005";"Sweden";"Teledyne Continental";"Continental O-470-R";"";"";"";"";"";"";
"Cessna 182Q";"EASA";"Airplanes";"1";"5";"1338,00";"False";"True";"False";"1";"1";"C182";"1977";"22.03.1991";"";"Teledyne Continental";"Continental O-470-U";"";"";"";"";"";"";
"Cessna 182Q";"EASA";"Airplanes";"1";"3";"1338,00";"False";"True";"False";"1";"1";"C182";"1979";"31.01.2012";"Netherlands";"SMA";"SMA SR305-230";"";"";"";"";"";"";
"Cessna 182R";"EASA";"Airplanes";"1";"3";"1338,00";"False";"True";"False";"1";"1";"C182";"1984";"09.03.2018";"United States";"SMA";"SR305-230-1";"";"";"";"";"";"";
"Cessna 185C";"EASA";"Airplanes";"1";"";"1450,00";"False";"True";"False";"1";"1";"C185";"1964";"26.06.2012";"Sweden";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna 195B";"Annex I";"Airplanes";"1";"4";"1520,00";"False";"False";"False";"1";"1";"C195";"1953";"04.08.1955";"Norway";"Jacobs Aircraft Engine Co.";"Jacobs R755B-2";"";"";"";"";"";"";
"Cessna 195B";"Annex I";"Airplanes";"1";"4";"1500,00";"False";"False";"False";"1";"1";"C195";"1953";"25.11.1991";"";"Jacobs Aircraft Engine Co.";"Jacobs R755B-2";"";"";"";"";"";"";
"Cessna 206H";"EASA";"Airplanes";"1";"5";"1720,00";"False";"True";"False";"1";"1";"C206";"2000";"19.03.2008";"United States";"Textron Lycoming";"Lycoming IO-540-AC1A5";"";"";"";"";"";"";
"Cessna 206H";"EASA";"Airplanes";"1";"5";"1720,00";"False";"True";"False";"1";"1";"C206";"1999";"08.09.2014";"United States";"Textron Lycoming";"Lycoming IO-540-AC1A5";"";"";"";"";"";"";
"Cessna 208";"EASA";"Airplanes";"1";"9";"3629,00";"False";"False";"False";"1";"1";"C208";"1986";"13.04.2004";"Norway";"Pratt & Whitney Canada Inc.";"PT6A-114";"";"";"";"";"";"";
"Cessna 208B";"EASA";"Airplanes";"1";"18";"3969,00";"False";"False";"False";"1";"1";"C208";"2009";"02.04.2009";"United States";"Pratt & Whitney Canada Inc.";"PT6A-114";"";"";"";"";"";"";
"Cessna 401B";"EASA";"Airplanes";"1";"7";"2858,00";"False";"False";"False";"2";"2";"C402";"1970";"05.01.1976";"United Kingdom";"Teledyne Continental";"Continental TSIO-520-EB";"Teledyne Continental";"Continental TSIO-520-EB";"";"";"";"";
"Cessna 525A";"EASA";"Airplanes";"1";"0";"5670,00";"False";"False";"True";"2";"";"C25A";"2008";"03.05.2010";"United Kingdom";"Williams International";"Williams FJ44-3A-24";"Williams International";"Williams FJ44-3A-24";"";"";"";"";
"Cessna 525A";"EASA";"Airplanes";"1";"0";"5670,00";"False";"False";"True";"2";"";"C25A";"2009";"12.01.2016";"Germany";"Williams International";"Williams FJ44-3A-24";"Williams International";"Williams FJ44-3A-24";"";"";"";"";
"Cessna 560XL";"EASA";"Airplanes";"2";"9";"9072,00";"False";"False";"True";"2";"";"C56X";"1999";"18.12.2009";"Sweden";"Pratt & Whitney Canada Inc.";"PW545A";"Pratt & Whitney Canada Inc.";"PW545A";"";"";"";"";
"Cessna A150L";"EASA";"Airplanes";"1";"1";"725,00";"True";"False";"False";"1";"1";"C150";"1973";"20.09.1990";"Canada";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna A185E";"EASA";"Airplanes";"1";"3";"1520,00";"False";"True";"False";"1";"1";"C185";"1967";"29.04.1967";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A185E";"EASA";"Airplanes";"1";"3";"1520,00";"False";"True";"False";"1";"1";"C185";"1968";"17.06.1968";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A185E";"EASA";"Airplanes";"1";"5";"1520,00";"False";"True";"False";"1";"1";"C185";"1969";"11.12.1969";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A185E";"EASA";"Airplanes";"1";"3";"1520,00";"False";"True";"False";"1";"1";"C185";"1970";"14.08.1970";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A185F";"EASA";"Airplanes";"1";"5";"1599,00";"False";"True";"False";"1";"1";"C185";"1976";"11.03.1991";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A185F";"EASA";"Airplanes";"1";"5";"1520,00";"False";"True";"False";"1";"1";"C185";"1978";"13.06.1990";"";"Teledyne Continental";"Continental IO-540-D";"";"";"";"";"";"";
"Cessna A188A";"EASA";"Airplanes";"1";"0";"1500,00";"False";"True";"False";"1";"1";"C188";"1972";"28.05.1996";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A188B";"EASA";"Airplanes";"1";"0";"1905,00";"False";"True";"False";"1";"1";"C188";"1974";"05.05.2000";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A188B";"EASA";"Airplanes";"1";"0";"1909,00";"False";"True";"False";"1";"1";"C188";"1975";"12.06.1998";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna A188B";"EASA";"Airplanes";"1";"0";"1909,00";"False";"True";"False";"1";"1";"C188";"1974";"03.06.1996";"";"Teledyne Continental";"Continental IO-520-D";"";"";"";"";"";"";
"Cessna F 172M";"EASA";"Airplanes";"1";"3";"1066,00";"True";"False";"False";"1";"1";"C172";"1976";"21.04.1978";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna F150G";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1967";"14.03.1967";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150H";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1968";"23.03.1968";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150H";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1967";"15.04.2014";"Sweden";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150J";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1969";"24.01.2000";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150J";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1969";"16.09.1971";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150J";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1969";"11.03.1969";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150K";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1970";"14.11.2013";"Germany";"Bombardier-Rotax GmbH";"Rotax 912 S3";"";"";"";"";"";"";
"Cessna F150M";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1975";"27.06.2002";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F150M";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1975";"01.09.1975";"France";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna F152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1981";"20.10.1982";"";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna F152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1981";"01.07.1981";"";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna F152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1981";"19.05.1981";"France";"Textron Lycoming";"Lycoming O-235-L2C";"";"";"";"";"";"";
"Cessna F152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1980";"02.11.2016";"France";"Textron Lycoming";"Lycoming O-235-L2C";"";"";"";"";"";"";
"Cessna F152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1980";"13.04.2018";"Sweden";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna F172F";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1964";"02.05.2011";"";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1969";"23.06.1988";"";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1967";"27.04.1967";"";"Textron Lycoming";"Lycoming O-360-A1A";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1967";"09.06.1967";"";"Textron Lycoming";"Lycoming O-360-A1A";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1970";"12.05.1971";"";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1967";"09.10.1967";"";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1970";"14.04.1970";"France";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna F172H";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1969";"29.10.1984";"";"Teledyne Continental";"Continental O-300-D";"";"";"";"";"";"";
"Cessna F172L";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1972";"29.03.1972";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172L";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1972";"07.06.1983";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1973";"22.03.2011";"Sweden";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1974";"21.03.1974";"France";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1973";"28.05.1973";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1976";"24.05.1976";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1974";"24.04.1985";"";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172M";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1975";"27.03.2018";"Sweden";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna F172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1980";"18.01.2007";"Sweden";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna F172N";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1980";"01.09.2010";"Sweden";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna F172N";"EASA";"Airplanes";"1";"3";"1043,00";"True";"False";"False";"1";"1";"C172";"1979";"10.09.1979";"";"Textron Lycoming";"Lycoming O-320-H2AD";"";"";"";"";"";"";
"Cessna F172N";"EASA";"Airplanes";"1";"3";"1157,00";"True";"False";"False";"1";"1";"C172";"1979";"05.11.1979";"";"Textron Lycoming";"Lycoming O-360-A4M";"";"";"";"";"";"";
"Cessna F172P";"EASA";"Airplanes";"1";"3";"1089,00";"True";"False";"False";"1";"1";"C172";"1981";"12.03.1981";"";"Textron Lycoming";"Lycoming O-320-D2J";"";"";"";"";"";"";
"Cessna F182P";"EASA";"Airplanes";"1";"3";"1338,00";"False";"True";"False";"1";"1";"C182";"1976";"25.10.1976";"";"SMA";"SMA SR305-230";"";"";"";"";"";"";
"Cessna F182Q";"EASA";"Airplanes";"1";"5";"1338,00";"False";"True";"False";"1";"1";"C182";"1978";"22.06.1978";"France";"SMA";"SMA SR305-230";"";"";"";"";"";"";
"Cessna F182Q";"EASA";"Airplanes";"1";"5";"1338,00";"False";"True";"False";"1";"1";"C182";"1977";"13.12.2010";"Hungary";"Teledyne Continental";"Continental O-470-U";"";"";"";"";"";"";
"Cessna FA 150 K Mod.";"Annex I";"Airplanes";"1";"1";"771,00";"False";"False";"False";"1";"1";"C150";"1970";"30.06.1970";"France";"Textron Lycoming";"Lycoming O-320-E2D";"";"";"";"";"";"";
"Cessna FA150K";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1970";"17.04.1970";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna FA150K";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1970";"16.08.1996";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna FA150K";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1970";"15.09.2015";"Sweden";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna FA150L";"EASA";"Airplanes";"1";"1";"726,00";"True";"False";"False";"1";"1";"C150";"1970";"29.04.1974";"";"Teledyne Continental";"Continental O-200-A";"";"";"";"";"";"";
"Cessna FA152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1985";"02.01.1986";"";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna FA152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"";"23.03.1987";"";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna FA152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1985";"23.03.1987";"";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna FA152";"EASA";"Airplanes";"1";"1";"758,00";"True";"False";"False";"1";"1";"C152";"1987";"07.03.1988";"";"Textron Lycoming";"Lycoming O-235-N2C";"";"";"";"";"";"";
"Cessna FR172E";"EASA";"Airplanes";"1";"3";"1134,00";"True";"False";"False";"1";"1";"C172";"1968";"22.05.1968";"";"Teledyne Continental";"Continental IO-360-D";"";"";"";"";"";"";
