MMSI,IMO,Status,Name,Callsign,Type,Build Date,Gross Tonnage,Flag,Owner IMO Number,ITU VIN
351879000,,,OCEAN ACCORD,H3BS,Tanker,,,,,
351882000,,,MICLYN VICTORY,HP3525,N/A,,,,,
351884000,,,GRACE FUTURE,3EGZ,Cargo,,,,,
351885000,,,GOLDEN ORION,3FEW,Tanker,,,,,
351886000,,,HYDER,HO2581,,,,,,
351887000,,,NPS CENTURY,H3BU,Bulk Carrier,,,,,
351888000,,,MALTO BLOSSOM,HPED,,,,,,
351891000,,,KAI LI,3EQI8,N/A,,,,,
351892000,,,BELRAY,3FIO2,Bulk Carrier,,,,,
351893000,,,AMAZING SALUTE,3EUC9,Bulk Carrier,,,,,
351894000,,,DONG DU,3FBB8,Cargo,,,,,
351895000,,,RIVER ELBE,3FWL6,General Cargo,,,,,
351896000,,,BRIGHT FORTUNE,3EUL7,Oil Tanker,,,,,
351897000,,,SHORYU,3FVC5,Cargo,,,,,
351899000,,,BRILLIANT CENTURY,H9ZK,Cargo,,,,,
351901000,,,ALIOTH LEADER,3FBH8,,,,,,
351904000,,,MARIOS G,HOOW,Tanker,,,,,
351907000,,,HL MERCURY,3FXS,Ore Carrier,,,,,
351908000,,,ARIADNE,H8SL,Bulk Carrier,,,,,
351910000,,,BLUE MONT BLANC,3FBO8,,,,,,
351913000,,,TOP WING,3FBQ8,N/A,,,,,
351915000,,,MIDNIGHT CHIEF,HO4358,,,,,,
351916000,,,LOWLANDS KAMSAR,3FCG2,Bulk Carrier,,,,,
351917000,,,SAGADRIL-1,3FBS8,,,,,,
351921000,,,ASTA SAMUDRA,3ENR5,,,,,,
351922000,,,EAGLE ASIA 07,,,,,,,
351923000,,,HANJIN IWAGI,3ETW4,Cargo,,,,,
351924000,,,BL AOBA,3FOB8,N/A,,,,,
351925000,,,GLOBAL TRINITY,3FYR4,Cargo,,,,,
351927000,,,DLB NORCE ENDEAVOUR,3FHQ8,,,,,,
351928000,,,EVER ALLIANCE,3EBN5,Bulk Carrier,,,,,
351929000,,,HERMES HOPE,3FEE9,Cargo,,,,,
351930000,,,ZENITH QUEEN,3ELA2,N/A,,,,,
351931000,,,ORMI,HPDQ,Bulk Carrier,,,,,
351932000,,,NEW DYNASTY,HPEG,Oil Tanker,,,,,
351934000,,,EVER UTILE,3FZA9,Container,,,,,
351936000,,,EVER DELIGHT,3FCB8,Container,,,,,
351938000,,,ASIA ENERGY,3FPG2,N/A,,,,,
351942000,,,CHANG AN GLORY,3EFK,,,,,,
351946000,,,SATURN GLORY,3FCH8,,,,,,
351949000,,,DUBAI AMBASSADOR,HOEI,Bulk Carrier,,,,,
351950000,,,CAPE GREEN,3FLR3,Cargo,,,,,
351951000,,,WESTERN NARVIK,3FGQ4,Cargo,,,,,
351952000,,,NANDU ARROW,3FPD4,N/A,,,,,
351953000,,,BERGE MANASLU,3FQP7,Ore Carrier,,,,,
351954000,,,OCEAN SEAGULL,3FSU4,Cargo,,,,,
351955000,,,BARKAT,HPNI,,,,,,
351960000,,,BLUE IMAGE,3EXO5,Cargo,,,,,
351961000,,,GAURAV PREM,3FPZ8,Cargo,,,,,
351962000,,,SOLAR ARION,3ETX8,N/A,,,,,
351965000,,,KUO LUNG,3FCT8,Cargo,,,,,
351966000,,,PRO SAPPHIRE,3FPD2,Oil Tanker,,,,,
351968000,,,VINCENT THOMAS BRIDG,H3WJ,,,,,,
351970000,,,TROPICAL BREEZE,H9NM,,,,,,
351972000,,,EXPRESS 25,HP9196,,,,,,
351975000,,,FU AN HAI,3EZG4,,,,,,
351976000,,,VIYA,3FHT3,Container,,,,,
351977000,,,MAERSK ARAS,3FGH2,Container,,,,,
351981000,,,SEA WOLF I,3EFK3,,,,,,
351983000,,,NIAGARA HIGHWAY,3FVL9,Vehicles Carrier,,,,,
351984000,,,GLOBAL TALENT,3FGA4,Cargo,,,,,
351986000,,,EMERALD,3EAE5,,,,,,
351988000,,,ENERGY SUNRISE,HOMB,Bulk Carrier,,,,,
351989000,,,HANJIN SAN FRANCISCO,3FXR,,,,,,
351990000,,,SUNNY NAPIER 2,3FDK8,Cargo,,,,,
351991000,,,BLUE BALANCE,3FDL8,Bulk Carrier,,,,,
351994000,,,MILLENNIUM,3FST8,Tanker,,,,,
351996000,,,SINAR BATAM,3FDR8,N/A,,,,,
351998000,,,CRIMSON SATURN,H9NN,Cargo,,,,,
351999000,,,SAMHO FREEDOM,3ETW6,Tanker,,,,,
352002000,,,SEA DIAMOND II,HO2228,,,,,,
352003000,,,MSC MUSICA,3EFK6,Passenger,,,,,
352005000,,,NAZMIYE ANA,HP3149,General Cargo,,,,,
352009000,,,AKDENIZ S,3FTE7,General Cargo,,,,,
352010000,,,BLUE MATTERHORN,3FZC3,Cargo,,,,,
352011000,,,DONG-A OKNOS,3FMB3,N/A,,,,,
352012000,,,PINCHAT,H8IS,Bulk Carrier,,,,,
352015000,,,SEA CHALLENGER,HO4988,,,,,,
352017000,,,ANDALUCIA,3EOY7,Wood Chips Carrier,,,,,
352018000,,,CHICAGO BRIDGE,H9NR,Cargo,,,,,
352019000,,,GAZ CENTURY,H9NS,LPG Tanker,,,,,
352020000,,,DIANA C,HPCK,,,,,,
352022000,,,GMW ONE,HO3593,N/A,,,,,
352023000,,,DIONE LEADER,3ETU9,Vehicles Carrier,,,,,
352025000,,,HYUNDAI AQUAPIA,H3BY,Tanker,,,,,
352026000,,,WEST SATURN,3FUQ9,Drillship,,,,,
352027000,,,EVANTHIA,3EDM9,Bulk Carrier,,,,,
352028000,,,NYK ROSA,3FJM9,,,,,,
352031000,,,NORD TAIPEI,3EYN2,N/A,,,,,
352033000,,,SALINA,3EWD,N/A,,,,,
352035000,,,RAGA,3ETH3,Cargo,,,,,
352036000,,,ECOLFIUMICINO,HO3290,,,,,,
352037000,,,IRON MIRACLE,3FKD4,Cargo,,,,,
352038000,,,TAEHUNG TB2,HP3338,,,,,,
352039000,,,ORATORIO,HOBR,Bulk Carrier,,,,,
352041000,,,BALSA 57,3FCZ7,Cargo,,,,,
352043000,,,GINGA HAWK,,,,,,,
352044000,,,WISDOM ACE,3FGZ8,Vehicles Carrier,,,,,
352045000,,,MOUNT FISHER,3EAN,,,,,,
352047000,,,MERCURIUS,3EEW5,Bulk Carrier,,,,,
352049000,,,OKRA,HOLA,Bulk Carrier,,,,,
352050000,,,SILVER STAR,,Cargo,,,,,
352051000,,,WOONG JIN S5,HP5742,,,,,,
352055000,,,PACIFIC SARAH,3EXN4,Bulk Carrier,,,,,
352057000,,,ULTRA REGINA,HPHA,Cargo,,,,,
352058000,,,HANJIN CHINA,3EZD6,Cargo,,,,,
352059000,,,YONG FU,3Feb2008,,,,,,
352060000,,,NEW JOY,3FSL8,Cargo,,,,,
352061000,,,CHUNG KUO NO 113,HO2500,,,,,,
352062000,,,TRIUMPH ACE,H3CB,Vehicles Carrier,,,,,
352065000,,,ORIENTAL BEAUTY,3FWN4,Cargo,,,,,
352066000,,,OLIVIA II,HP4228,,,,,,
352067000,,,HANJIN GREEN,3EAW3,N/A,,,,,
352070000,,,SHUN TAI 89,3FNM,N/A,,,,,
352071000,,,FRONTIER BONANZA,3FSG3,,,,,,
352072000,,,SEIYO HARMONY,HPCS,Cargo,,,,,
352073000,,,UP AMBER,,,,,,,
352075000,,,BERGE DENALI,H3RI,N/A,,,,,
352076000,,,HO FUA,3FZC4,N/A,,,,,
352077000,,,PROPEL PROGRESS,H3CC,N/A,,,,,
352080000,,,ASTRAEA,3EDY4,Reefer,,,,,
352082000,,,IC PHOENIX,3FEM2,Cargo,,,,,
352083000,,,AMAZING GRACE,H3CE,Cargo,,,,,
352084000,,,BERGE ODEL,3EMK9,Bulk Carrier,,,,,
352085000,,,HUA FU 107,3FDZ4,,,,,,
352086000,,,PANURGE,HPLP,,,,,,
352089000,,,WESTERN PRIDE,3EYQ8,,,,,,
352090000,,,STORE BAY,3FLM4,Oil/Chemical Tanker,,,,,
352091000,,,TSURUGA,3EVP8,Tanker,,,,,
352092000,,,HARMONY CARRIER,3EPG9,Cargo,,,,,
352094000,,,BUSAN STAR,3EYF2,Cargo,,,,,
352095000,,,ARCADIA,H9UM,N/A,,,,,
352097000,,,SEA HONEST,3FZQ6,Cargo,,,,,
352098000,,,ANA B,3FYB2,,,,,,
352099000,,,VITIS,3FKC6,Chemical Tanker,,,,,
352100000,,,BULK BRASIL,3EPH,Cargo,,,,,
352101000,,,HUITAI,H8MV,Cargo,,,,,
352102000,,,EYLEM,3FIG7,Bulk Carrier,,,,,
352104000,,,RIVER KI^G,HO9159,,,,,,
352105000,,,MINERAL HOKKAIDO,3EQA6,Bulk Carrier,,,,,
352108000,,,HAO HUNG 666,3EUQ7,N/A,,,,,
352109000,,,HEUNG_A DRAGON,3FSY8,N/A,,,,,
352110000,,,GLOMAR WORKER,3EKK8,Supply,,,,,
352111000,,,WESTERN MONARCH,HP6387,Research,,,,,
352112000,,,CALLIO,3FSR3,Bulk Carrier,,,,,
352114000,,,SENAWANG,3EAK5,,,,,,
352116000,,,TEKNIK PERDANA,H3RN,,,,,,
352119000,,,CLOVER GREEN,3FNO7,,,,,,
352123000,,,PEACE GARDEN,3EYS4,Bulk Carrier,,,,,
352127000,,,FRIO ADRIATIC,3FVB4,,,,,,
352131000,,,BRASIL MARU,3ENR9,Cargo,,,,,
352132000,,,CRANE VEGA,H3VB,Tanker,,,,,
352133000,,,GLOBAL GARLAND,3FLY7,Bulk Carrier,,,,,
352134000,,,BW SEINE,3EQX7,,,,,,
352135000,,,EVER LOTUS,3FWH8,Cargo,,,,,
352136000,,,HALKI,3EFL5,,,,,,
352138000,,,MSC JEMIMA,3EAE3,Container,,,,,
352140000,,,MSC LORETTA,HOIU,Cargo,,,,,
352141000,,,OTS YEOMAN,HO3808,,,,,,
352142000,,,PARADISE ACE,H9CL,Vehicles Carrier,,,,,
352143000,,,CHALLENGE POINT,3EQN2,Oil Tanker,,,,,
352144000,,,ORIENTAL BREEZE,3FBH8,Cargo,,,,,
352147000,,,SAFE VOYAGER,3EMI4,,,,,,
352148000,,,GENIUS STAR 1,H9CX,Cargo,,,,,
352149000,,,TOLEDO TRIUMPH,3EIU7,General Cargo,,,,,
352150000,,,GLORY SKY,3EPW8,Cement Carrier,,,,,
352151000,,,NEW ABLE,3FTI7,Bulk Carrier,,,,,
352152000,,,HBIS SUNRISE,3EWU9,Cargo,,,,,
352153000,,,SONGYUNHE,3FRF8,N/A,,,,,
352154000,,,RYOGA,3FEP7,Cargo,,,,,
352157000,,,HYUNDAI PROGRESS,3FDV8,Cargo,,,,,
352158000,,,FALMOUTH BAY,3FVI5,Bulk Carrier,,,,,
352159000,,,HUMANITY,3FGM5,Oil Tanker,,,,,
352160000,,,ALTAIR,HP4625,General Cargo,,,,,
352161000,,,PACIFIC WIND,3EMX2,,,,,,
352162000,,,DL CALLA,3EME5,,,,,,
352163000,,,GENIUS SW,HO2810,Bulk Carrier,,,,,
352165000,,,HOSEI FORTUNE,3FTD5,General Cargo,,,,,
352166000,,,AUDREY SW,3FMS7,Bulk Carrier,,,,,
352167000,,,AQUA BLUE,H9GC,N/A,,,,,
352168000,,,PLANET ACE,3EYF9,Cargo,,,,,
352170000,,,K.YOUNGHUNG,3EPT2,CARGO,,,,,
352171000,,,TRANS TRADER,3EAK6,Tanker,,,,,
352175000,,,QEM STAR,H3CG,LPG Tanker,,,,,
352176000,,,ELEANNA,3EFL6,Chemical Tanker,,,,,
352177000,,,DAYOUNG,H3YU,Oil/Chemical Tanker,,,,,
352178000,,,CHANG JIANG BRIDGE,3EZJ9,,,,,,
352179000,,,STAVANGER FALCON,3FUU,Oil Tanker,,,,,
352180000,,,BEST LEADER,HP3953,Bulk Carrier,,,,,
352181000,,,SKY ACE 1,3FKF4,N/A,,,,,
352182000,,,CHEMBULK JAKARTA,3FRP9,Oil/Chemical Tanker,,,,,
352183000,,,AZ MARIGOLD,3FQO2,,,,,,
352187000,,,AQUIS PERLA,3FKF3,Bulk Carrier,,,,,
352189000,,,ZEUS,3FAU3,Oil Tanker,,,,,
352190000,,,K. BRAVE,3EGI4,Cargo,,,,,
352192000,,,CRIMSON ARK,3FGI6,Bulk Carrier,,,,,
352194000,,,GREEN SEA,3ENK2,,,,,,
352196000,,,STX CROCUS,3FBW6,,,,,,
352198000,,,ENERGY ORPHEUS,3FBX3,Tanker,,,,,
352199000,,,FORTE,H9EE,,,,,,
352200000,,,PAN ACACIA,3FUG9,Cargo,,,,,
352201000,,,STAR S,3FJM4,Cargo,,,,,
352202000,,,TOP FAIR,3EYF3,Bulk Carrier,,,,,
352203000,,,JIN FAN 1,3EBK6,Cargo,,,,,
352204000,,,KISOGAWA,HPUX,Oil Tanker,,,,,
352205000,,,AMBER G,HO3292,Cargo,,,,,
352206000,,,LODESTAR PACIFIC,3EST,N/A,,,,,
352208000,,,SUNNY AMAZON,H9DI,,,,,,
352209000,,,PROTEO,3FCV3,Oil Tanker,,,,,
352211000,,,ZHENG YAO,HPAN,N/A,,,,,
352212000,,,NORDIC BOTHNIA,3EVU9,Bulk Carrier,,,,,
352215000,,,PEARL OF SEA,3FVQ6,,,,,,
352216000,,,IRON BARON V,3FSE2,Cargo,,,,,
352217000,,,FRONTIER ANGEL,H9NU,,,,,,
352218000,,,CARIBBEAN HIGHWAY,H9ZW,Cargo,,,,,
352219000,,,MIDLAND SKY,3FMT3,,,,,,
352220000,,,TUO FU 1,3FEA3,Cargo,,,,,
352223000,,,APSCO 12,3EQQ8,,,,,,
352225000,,,EDRO I,,,,,,,
352227000,,,BULK COLOMBIA,3EZU8,Cargo,,,,,
352228000,,,ADVENT,H8JK,,,,,,
352229000,,,INNOVATOR,3FED3,,,,,,
352230000,,,ALDEBARAN V,H3NV,,,,,,
352231000,,,ROYAL HOPE,3EHT5,Bulk Carrier,,,,,
352235000,,,IRON LADY,3EUA5,N/A,,,,,
352236000,,,ASIAN JOY,3FPH6,,,,,,
352237000,,,PW   NATUNA,3FJN3,Cargo,,,,,
352239000,,,KRISTEN,3EXR7,,,,,,
352240000,,,AURELIA I,3FZT5,General Cargo,,,,,
352241000,,,TUNA PRINCESS,H3CN,Reefer,,,,,
352244000,,,BULK DESTINY,3EMM8,Bulk Carrier,,,,,
352245000,,,GHENA,3FAV5,Livestock Carrier,,,,,
352246000,,,NEW ENDEAVOR,3FAT,General Cargo,,,,,
352250000,,,HL SHIKOKU,HPSS,Cargo,,,,,
352251000,,,CHERRY ISLAND,3FSK8,Cargo,,,,,
352253000,,,DELPHINUS LEADER,3FTD8,Cargo,,,,,
352254000,,,SOUTHERN ZEBRA,H9DN,Tanker,,,,,
352255000,,,G.SYMPHONY,3FCJ9,LPG Tanker,,,,,
352256000,,,SASANQUA,3FFV3,Cargo,,,,,
352257000,,,UNITED LIBERTY,3FDN9,Cargo,,,,,
352258000,,,STOLT RINDO,H3WM,Tanker,,,,,
352259000,,,SHI TONG,,,,,,,
352260000,,,HMM LE HAVRE,HOLL,Container,,,,,
352261000,,,OAKLAND,H3CJ,Cargo,,,,,
352264000,,,FOM,HP2793,General Cargo,,,,,
352265000,,,MASS ENTERPRISE,3FFE3,,,,,,
352269000,,,ICARO,3FGV3,Oil Tanker,,,,,
352270000,,,MSC ERMINIA,3FGH3,Container,,,,,
352273000,,,LUCKY JOY,3EHA7,General Cargo,,,,,
352274000,,,WESTERN PATRIOT,HP7161,N/A,,,,,
352275000,,,CRANE REGULUS,HONQ,Tanker,,,,,
352281000,,,HOLSTEIN EXPRESS,HPWI,Livestock Carrier,,,,,
352283000,,,FRONTIER ACE,H3CM,Cargo,,,,,
352284000,,,PRINCESS CRYSTAL,HPDG,Tanker,,,,,
352286000,,,CAPE HOPE,3FNK4,Cargo,,,,,
352287000,,,OCEAN GRAND,3FVK8,,,,,,
352288000,,,GLORIOUS SPLENDOUR,HPOR,Bulk Carrier,,,,,
352290000,,,CAPE LIBERTY,3EAK7,Cargo,,,,,
352291000,,,AIZU,3FOR8,,,,,,
352292000,,,COREWISE OL,3FEX6,Bulk Carrier,,,,,
352293000,,,SILVER PEGASUS,3ENT4,Wood Chips Carrier,,,,,
352296000,,,PALERMO,3FFD8,,,,,,
352297000,,,ASIAN VENTURE,3EQM5,,,,,,
352299000,,,TAI PRIZE,H9EM,Bulk Carrier,,,,,
352300000,,,TSUKUBA MARU,3FUJ4,Cargo,,,,,
352301000,,,GLOBAL KING,3FWB3,Bulk Carrier,,,,,
352302000,,,HELOISE,3FLA7,,,,,,
352304000,,,SKODSBORG,3FXP,,,,,,
352305000,,,SEA DRAGON,3FRO5,N/A,,,,,
352306000,,,CARIB WARRIOR,HP8134,General Cargo,,,,,
352308000,,,PRINCESA GUASIMARA,3ECO,Reefer,,,,,
352309000,,,MSC NATALIA,H9CV,,,,,,
352310000,,,TELMA KOSAN,3EBW4,LPG Tanker,,,,,
352311000,,,MEDI SENTOSA,3ENT6,,,,,,
352312000,,,FREJA NORDICA,3EWO8,Tanker,,,,,
352313000,,,EUROPEAN EMERALD,3ELG9,,,,,,
352315000,,,JUPITER 5,HO2276,,,,,,
352316000,,,OCEAN LOVELY,3FNQ2,N/A,,,,,
352317000,,,VICUNA,H9SC,,,,,,
352319000,,,IDNIGHT RIVER,HP7399,General Cargo,,,,,
352321000,,,EASTERN FORCE,3EVP7,Tanker,,,,,
352322000,,,MASS GLORY,3FLU3,,,,,,
352325000,,,TULJA BHAVANI,3FEJ8,Oil Tanker,,,,,
352327000,,,LEANDER,3EFM4,,,,,,
352328000,,,ANSAC SPLENDOR,3EAE9,Cargo,,,,,
352329000,,,SHENG HONG,H8NZ,,,,,,
352332000,,,TESEO,3FMP3,N/A,,,,,
352333000,,,JU 251,3FZL3,N/A,,,,,
352335000,,,MSC MARIANNA,H0AE,Container,,,,,
352337000,,,TOP RICH,3FEK8,,,,,,
352338000,,,PRT FUTURE,3FWV3,Cargo,,,,,
352339000,,,KANAK PREM,3FXU5,,,,,,
352342000,,,DONG SUNG,3EQO9,,,,,,
352343000,,,FADL-E-RABBI,,Tanker,,,,,
352346000,,,DAN,HPFE,N/A,,,,,
352347000,,,OCEAN STAR,3FNP3,,,,,,
352349000,,,FRIO SHINANO,3FNR3,Reefer,,,,,
352350000,,,OLIMPIKA,3EQF6,,,,,,
352351000,,,AVUNDA REEFER,3EJD5,Reefer,,,,,
352352000,,,CRANE POSEIDON,3EAF6,Oil/Chemical Tanker,,,,,
352354000,,,MSC CRISTIANA,HPNS,,,,,,
352355000,,,GLORIA GALAXY,3FFR,Bulk Carrier,,,,,
352356000,,,HARUKAZE,,Cargo,,,,,
352357000,,,TOBA,H9DW,Oil Tanker,,,,,
352358000,,,ANNA G.,3FXC9,Bulk Carrier,,,,,
352359000,,,ES LEADER,3EUK3,Bulk Carrier,,,,,
352360000,,,FGM EXPRESS,HPBV,,,,,,
352361000,,,MSC BETTINA,HPFG,Container,,,,,
352363000,,,KHOROL,3EPT2,,,,,,
352366000,,,TEXAS TRIUMPH,3FMG7,General Cargo,,,,,
352367000,,,PARADISE ISLAND,3FRI4,Bulk Carrier,,,,,
352369000,,,GLOBAL VEGA,HOXZ,Cargo,,,,,
352371000,,,MEGAN STAR,HOAF,,,,,,
352372000,,,SUSANNA,HO2631,N/A,,,,,
352373000,,,GULF HORIZON,HP9319,,,,,,
352374000,,,KMTC TOKYO,H8SF,Container,,,,,
352375000,,,NYK LAURA,H9LL,Cargo,,,,,
352376000,,,EOS,3FQC3,N/A,,,,,
352377000,,,TRUONG MINH OCEAN,3EXS8,General Cargo,,,,,
352379000,,,IGUAZU,HO-3141,Dredger,,,,,
352380000,,,HYUNDAI HIGHNESS,3EXO,N/A,,,,,
352381000,,,SEABOARD COSTA RICA,H3RS,,,,,,
352382000,,,FELICITY,3FSL6,Oil Tanker,,,,,
352383000,,,ANHUI,3FIF3,Bulk Carrier,,,,,
352384000,,,SEA EXPLORER,3EFD2,General Cargo,,,,,
352385000,,,UNITED OCEAN,H9UD,Cargo,,,,,
352386000,,,VB CHIRIQUI,HP6567,General Cargo,,,,,
352387000,,,LEWEK TOUCAN,3EMU5,Supply,,,,,
352388000,,,BOW TONE,HPAX,Oil/Chemical Tanker,,,,,
352389000,,,SHENG FU,3ELW7,,,,,,
352390000,,,TAI HAPPINESS,H9FD,Bulk Carrier,,,,,
352391000,,,BIANCO BULKER,H9EF,Bulk Carrier,,,,,
352393000,,,URAL,H3CV,,,,,,
352394000,,,GALA,HO8774,,,,,,
352396000,,,KOBE GLORIA,3FTU5,Cargo,,,,,
352397000,,,OCEANIC PESCADORES,H3CY,Cargo,,,,,
352398000,,,MSC CHIARA,H3RT,Container,,,,,
352399000,,,EVER COMFORT,3EGS8,General Cargo,,,,,
352401000,,,GRAND ACE8,3EPB5,Oil/Chemical Tanker,,,,,
352402000,,,C. CHALLENGER,3FGH5,N/A,,,,,
352404000,,,C.PROSPERITY,3FPT9,Oil Tanker,,,,,
352407000,,,CENTURY HIGHWAY NO 2,3EJB9,Cargo,,,,,
352408000,,,WILD LOTUS,3FUT8,Reefer,,,,,
352409000,,,CORAL SEA FOS,HO4189,,,,,,
352410000,,,ANNA 1,HO6068,N/A,,,,,
352412000,,,BIG DOLPHIN,HO3295,N/A,,,,,
352413000,,,HAKATA PRINCESS,3ECZ2,Oil/Chemical Tanker,,,,,
352416000,,,SUPRA CHALLENGER 1,3EUT4,,,,,,
352417000,,,FILIA GLORY,3FZT3,,,,,,
352421000,,,TENSEI MARU,3EMS7,Cargo,,,,,
352422000,,,KMARIN JASMINE,3EME7,Bulk Carrier,,,,,
352424000,,,B INDIA,3ELY8,,,,,,
352425000,,,NAVIOS BONHEUR,3FJJ7,Cargo,,,,,
352426000,,,UP AGATE,3FYC9,Supply,,,,,
352428000,,,GOLD OAK,HPKE,Bulk Carrier,,,,,
352431000,,,AOS VICTORY,3FWV6,Supply,,,,,
352432000,,,MASS PROSPERITY,3FQM3,Cargo,,,,,
352437000,,,KEMAL KURU,3FUP7,General Cargo,,,,,
352438000,,,BLUESKY,3EFN3,,,,,,
352441000,,,PRIME SKIPPER,,Tanker,,,,,
352442000,,,HAI ZHENG,3FGV4,,,,,,
352444000,,,MSC ELODIE,3FNI8,Container,,,,,
352445000,,,HANJIN MANZANILLO,3FOT8,Cargo,,,,,
352446000,,,AMETHYST,3FOQ9,N/A,,,,,
352448000,,,NEW SPIRIT,HOAI,Cargo,,,,,
352449000,,,PACIFIC VENUS,3EAF8,Bulk Carrier,,,,,
352451000,,,PHOENIX BEACON,3FZO7,Oil Tanker,,,,,
352452000,,,GOLDEN RICE,3FHM7,,,,,,
352453000,,,CHIN SHAN,HOBI,Cargo,,,,,
352455000,,,ORIENTAL ELF,H8KC,,,,,,
352456000,,,MIYUNHE,H3YW,N/A,,,,,
352457000,,,CHAO SHAN HE,,Cargo,,,,,
352459000,,,ARCADIAN,HPDN,,,,,,
352461000,,,CRANE GAIA,3FXX2,Tanker,,,,,
352462000,,,CALA GALDANA,H9MO,,,,,,
352464000,,,MALVA H,3EFN4,N/A,,,,,
352465000,,,LIQUID CRYSTAL,3EJM7,,,,,,
352466000,,,EASTER K,3FMO7,Cargo,,,,,
352467000,,,HK DELIGHT,3FNE4,N/A,,,,,
352468000,,,ULTRA LEOPARD,HPLZ,Bulk Carrier,,,,,
352469000,,,CHIOS FIGHTER,3ESN5,N/A,,,,,
352471000,,,COPIHUE,H8LD,,,,,,
352473000,,,GECO SEARCHER,3EYJ9,,,,,,
352474000,,,MERMAID COMMANDER,3EQK5,,,,,,
352475000,,,DINOK,HOAJ,Cargo,,,,,
352476000,,,CARIBBEAN EMERALD,3EKV9,,,,,,
352477000,,,MI HARMONY,3ENM,Cargo,,,,,
352478000,,,RED DRAGON,3EVQ5,N/A,,,,,
352479000,,,MIRA R,3FIR5,,,,,,
352480000,,,BUNGA LAVENDER,3FFE6,Oil/Chemical Tanker,,,,,
352481000,,,LENI,HOFN,N/A,,,,,
352483000,,,BINTAN STAR,3FFH7,Bulk Carrier,,,,,
352484000,,,CHUETSU DREAM,3FBO7,Cargo,,,,,
352485000,,,CIELO D ITALIA,3ESF7,Bulk Carrier,,,,,
352486000,,,BULK JULIANA,H9PF,Bulk Carrier,,,,,
352487000,,,LA CARITA,3FNI2,,,,,,
352489000,,,VL PIONEER,3ETW7,Tanker,,,,,
352490000,,,SEA WAY STAR,3FGT,N/A,,,,,
352491000,,,TURAN C,H8KD,,,,,,
352492000,,,EVER SUPERB,3EGL5,Cargo,,,,,
352493000,,,ACX SATSUMA,3EMU6,,,,,,
352494000,,,GOLDEN MICRONESIA,H8LG,,,,,,
352495000,,,SOUL OF LUCK,3FGX2,Container,,,,,
352496000,,,NEW CENTURY 2,H9PJ,Cargo,,,,,
352497000,,,KM IMABARI,3FFY8,Bulk Carrier,,,,,
352500000,,,OCEAN PROCEED,3EQP7,Cargo,,,,,
352501000,,,SEA HARMONY,3EAM7,Cargo,,,,,
352502000,,,KEE LUNG,HPNW,,,,,,
352503000,,,NSH SINGAPORE,3EME6,Oil/Chemical Tanker,,,,,
352504000,,,YUSHO SEVEN,H9PK,Cargo,,,,,
352505000,,,CORINTHIAN PHOENIX,HOKQ,Bulk Carrier,,,,,
352506000,,,PRIME ACE,3FAT9,Vehicles Carrier,,,,,
352507000,,,GLOBAL TRUST,3FGW6,Cargo,,,,,
352508000,,,MARITIME PROSPERITY,3EZX5,Cargo,,,,,
352509000,,,FUGRO ADVENTURER,,,,,,,
352512000,,,EXPRESS 20,HO4441,,,,,,
352514000,,,BLUE BUTTERFLY,3FJA5,Oil/Chemical Tanker,,,,,
352515000,,,FRIO PACIFIC,HOAL,,,,,,
352517000,,,BALTIMORE HIGHWAY,3FWK5,Vehicles Carrier,,,,,
352519000,,,HONG KAI,3FYP6,N/A,,,,,
352520000,,,ZOSCO HONGKONG,3FGJ4,,,,,,
352521000,,,ORIENT LUCKY,3FRF6,Bulk Carrier,,,,,
352523000,,,STAND SUPPLIER,HO2648,,,,,,
352524000,,,IGLC DICLE,3FKZ3,LPG Tanker,,,,,
352525000,,,GAZ FIDELITY,HOFK,LPG Tanker,,,,,
352527000,,,GAIA CELERIS,3EFN8,Ore Carrier,,,,,
352528000,,,PANDA,H8NH,Bulk Carrier,,,,,
352530000,,,GINGA SAKER,HPDR,Oil/Chemical Tanker,,,,,
352531000,,,JOALMI,3EVJ5,,,,,,
352533000,,,VIVA 106,3EGN7,Cargo,,,,,
352534000,,,BW ULAN,H3BX,Tanker,,,,,
352536000,,,KAMO,3FEU8,Cargo,,,,,
352537000,,,AU ARIES,3FUR,Tanker,,,,,
352538000,,,INCE POINT,3EOX4,Bulk Carrier,,,,,
352541000,,,INTER COMMANDER,HP4874,Cargo,,,,,
352542000,,,EVER SAFETY,3EMQ4,Container,,,,,
352544000,,,CSCL KINGSTON,3EQS9,,,,,,
352545000,,,MONTECRUZ,3FUH5,Reefer,,,,,
352547000,,,DALE,HOAN,,,,,,
352548000,,,SARAH,3EUW8,Livestock Carrier,,,,,
352549000,,,PACIFIC VISION,3FQA6,Cargo,,,,,
352553000,,,FRONTIER JACARANDA,3FUL9,Bulk Carrier,,,,,
352554000,,,CCC PIONEER,H9GK,N/A,,,,,
352555000,,,CENTENNIAL MISUMI,H3LW,Oil Tanker,,,,,
352557000,,,BAHIA BLANCA SW,3FGO5,N/A,,,,,
352559000,,,INDIA,3FCO7,Cargo,,,,,
352562000,,,GOLDEN ARROW I,3FJA3,,,,,,
352563000,,,MAY B,3FQA2,General Cargo,,,,,
352565000,,,GOLDEN UNITY,3FLG,Tanker,,,,,
352566000,,,NEW AUDACITY,3EWE9,Cargo,,,,,
352567000,,,PISTI,3FQQ4,Cargo,,,,,
352571000,,,IDM DOODLE,3FAL5,General Cargo,,,,,
