MMSI,IMO,Status,Name,Callsign,Type,Build Date,Gross Tonnage,Flag,Owner IMO Number,ITU VIN
352572000,,,SHIN ONDO,3FSH6,,,,,,
352575000,,,IDATEN,HP5652,,,,,,
352576000,,,ROYAL GRACE,HOAO,,,,,,
352577000,,,BULK TRADER,HPYS,,,,,,
352579000,,,GHAREEB S,3EBJ5,N/A,,,,,
352581000,,,OCEAN VANGUARD,3FRI3,Cargo,,,,,
352582000,,,LOCH LONG,3FCW,Bulk Carrier,,,,,
352584000,,,BW UTAH,3EPE3,Tanker,,,,,
352585000,,,HOSHO,H3DO,,,,,,
352586000,,,KEY OPUS,3FPD,Bulk Carrier,,,,,
352588000,,,CONCORD I,3EFB6,,,,,,
352589000,,,ANDROMEDA OCEAN,3ERX5,Bulk Carrier,,,,,
352590000,,,SUNLEAF GRACE,3FPJ9,Bulk Carrier,,,,,
352591000,,,UACC CONSENSUS,3FXQ5,Oil Tanker,,,,,
352593000,,,AM LIBERIA,3FAI7,Bulk Carrier,,,,,
352594000,,,MSC MAGNIFICA,3FLO4,Passenger,,,,,
352596000,,,EMPRESS PHOENIX,3FPA3,Tanker,,,,,
352597000,,,MAGPIE SW,H9MK,Bulk Carrier,,,,,
352598000,,,EMPRESS SEA,3FPB3,,,,,,
352600000,,,TONG CHENG 602,3FJC3,,,,,,
352603000,,,SUPER CHALLENGE,3FQW6,Cargo,,,,,
352604000,,,PALMA BULKER,3FWR,Bulk Carrier,,,,,
352605000,,,UACC STRAIT,H8NI,Oil Tanker,,,,,
352606000,,,IKAN PELATA,3EYS2,Bulk Carrier,,,,,
352608000,,,HOUSTON HARMONY,3EQL9,Bulk Carrier,,,,,
352609000,,,ATLAS 20,HO4404,,,,,,
352610000,,,MARBELLA CARRIER,3FJE9,Reefer,,,,,
352614000,,,YING SHUN,3FYV3,Bulk Carrier,,,,,
352618000,,,GRAND ACE7,3ENU2,Tanker,,,,,
352619000,,,MSC ADELAIDE,3FIF7,Container,,,,,
352620000,,,NEW HISTORY,3EYF8,N/A,,,,,
352621000,,,FEDERAL SAKURA,H3XL,Cargo,,,,,
352622000,,,RU YI I,3FMG3,General Cargo,,,,,
352623000,,,FRONTIER YOUTH,3FPE,Bulk Carrier,,,,,
352624000,,,MOL PROMISE,HOAQ,Cargo,,,,,
352626000,,,CHUNG KUO NO 17,HO2316,N/A,,,,,
352629000,,,WESTERN REGENT,3ELY9,Research,,,,,
352630000,,,ORANGE TIGER,3FXI7,Bulk Carrier,,,,,
352631000,,,COSCO AMERICA,3EPH4,Cargo,,,,,
352632000,,,BMC ALPHA,3EZB7,General Cargo,,,,,
352633000,,,PACIFIC INTEGRITY,3FIC9,,,,,,
352634000,,,NORD VELA,HOUD,Cargo,,,,,
352635000,,,CHANG SHUN II,3FMV8,Cargo,,,,,
352637000,,,SHIN TONAMI,3FBF7,,,,,,
352638000,,,TIMBER TRADER XI,3FTW3,,,,,,
352639000,,,KING SAIL,HOAR,Cargo,,,,,
352640000,,,GAS MONARCH,HP9647,,,,,,
352641000,,,CARBONIAN FUTURE,3EUS5,Tanker,,,,,
352642000,,,DUKE I,3FBO,Chemical Tanker,,,,,
352645000,,,K.FREESIA,H3DP,N/A,,,,,
352646000,,,PETR HAMITOV,3FOO7,General Cargo,,,,,
352647000,,,PAN EDELWEISS,3FTF5,Cargo,,,,,
352648000,,,MOON II,,,,,,,
352649000,,,MSC NOA,HOAU,,,,,,
352650000,,,NOBLE HALO,3EQB5,Bulk Carrier,,,,,
352651000,,,MSC LIESELOTTE,HPDX,Cargo,,,,,
352652000,,,AOM SOPHIE,3FOU3,Bulk Carrier,,,,,
352654000,,,APOLLO LEADER,,Cargo,,,,,
352655000,,,TENDER SALUTE,3FUI5,Cargo,,,,,
352657000,,,SHENG YUN LAI,HOEX,,,,,,
352658000,,,KAMISHIMA,HOAV,N/A,,,,,
352659000,,,NOBLE CORAL,3EMP5,Cargo,,,,,
352663000,,,SEDNA OCEAN,3FAO9,Bulk Carrier,,,,,
352665000,,,CAPE MATHILDE,HOVQ,Bulk Carrier,,,,,
352669000,,,MORNING SALUTE,H3MM,BULK CARRIER,,,,,
352672000,,,GUNDEM AZRA,3FFS5,General Cargo,,,,,
352675000,,,AKINADA BRIDGE,H9PN,Cargo,,,,,
352678000,,,VICTORIA VI,3ELW8,,,,,,
352680000,,,SANTA KATARINA,3EVE8,Bulk Carrier,,,,,
352681000,,,CAMOGLI GLORY,3FTH5,,,,,,
352682000,,,CHANG LIN,3ERH2,,,,,,
352683000,,,WEST CAPRICORN,3FCB,,,,,,
352684000,,,MSC LETIZIA,3ETK7,Container,,,,,
352685000,,,AOG EXPLORER,H3CW,,,,,,
352686000,,,RONDA CARRIER,3FUN3,N/A,,,,,
352687000,,,OEL MALAYSIA,3FSZ6,Container,,,,,
352688000,,,FELIXSTOWE BRIDGE,,Cargo,,,,,
352689000,,,EVITA,H9VB,N/A,,,,,
352690000,,,NAVIOS HARMONY,3EGL6,Bulk Carrier,,,,,
352692000,,,MELODIA,3EZI2,Bulk Carrier,,,,,
352693000,,,GLORY COMFORT,3FOP3,,,,,,
352694000,,,AJYAL 1,3EVE9,,,,,,
352695000,,,MARITIME KING,HPGI,Cargo,,,,,
352696000,,,CIUDAD DE ARAUCA,3EPX3,,,,,,
352697000,,,GLOMAR VIKING,HO3363,Supply,,,,,
352698000,,,HYUNDAI COURAGE,3ENU4,Cargo,,,,,
352700000,,,NEREO,3FUV3,N/A,,,,,
352702000,,,ENERGIZER,3FII3,,,,,,
352703000,,,ORIENTAL SALVIA,H9PQ,,,,,,
352705000,,,BUENOS AIRES,H9PR,,,,,,
352706000,,,HONG DE,3EFO8,N/A,,,,,
352707000,,,ALBATROSS,3EXG7,General Cargo,,,,,
352709000,,,KILAKARAI STAR,HOBG,N/A,,,,,
352711000,,,ARDENT,3FDU9,,,,,,
352712000,,,BOUGAINVILLE,HOXQ,Tanker,,,,,
352713000,,,SAPPHIRE ACE,3FUX3,Cargo,,,,,
352714000,,,AOS VALOR,HP9058,Supply,,,,,
352715000,,,OCEAN GRACIOUS,3EUP5,Cargo,,,,,
352716000,,,CHERRY DREAM,3FDG4,Bulk Carrier,,,,,
352717000,,,ISMINAKI,H8YV,,,,,,
352718000,,,CANADIAN HIGHWAY,3EVW3,Vehicles Carrier,,,,,
352719000,,,HIGH ADVENTURER,3EQA8,Oil/Chemical Tanker,,,,,
352721000,,,VIGOR SW,3EXV3,General Cargo,,,,,
352723000,,,CHANG SHENG,3EWY6,,,,,,
352724000,,,GAZ FOUNTAIN,3FUK5,,,,,,
352725000,,,EVER SALUTE,3ENU5,Container,,,,,
352728000,,,DONALD,3FSQ6,,,,,,
352729000,,,OCEAN BOUND,HO4797,,,,,,
352730000,,,FAIRCHEM CONQUEST,HODB,Oil/Chemical Tanker,,,,,
352732000,,,CALIFORNIA HIGHWAY,3FJL6,Vehicles Carrier,,,,,
352736000,,,SITRON JADE,3EVZ3,,,,,,
352737000,,,BULK MONACO,3ERA7,N/A,,,,,
352740000,,,ATLANTIC DREAM,3EFO9,Cargo,,,,,
352744000,,,CRANE ARIEL,3FWS8,Tanker,,,,,
352745000,,,DEMETER LEADER,H9HS,Vehicles Carrier,,,,,
352746000,,,SOUTHERN JAGUAR,3FMZ,Oil/Chemical Tanker,,,,,
352747000,,,ILLAWARRA FORTUNE,3FBZ8,Cargo,,,,,
352749000,,,AMBERJACK,,Cargo,,,,,
352750000,,,OCEAN COURIER,H3EC,,,,,,
352751000,,,NYK LEO,,Cargo,,,,,
352752000,,,FATAHUR RAHMAN,3ENJ6,,,,,,
352753000,,,FRANBO PROGRESS,3EWE3,Cargo,,,,,
352755000,,,ESTEEM SPLENDOUR,H3XZ,Oil Tanker,,,,,
352757000,,,MSC ZOE,3FQA,Container,,,,,
352759000,,,DOUBLE HARMONY,3FRU9,Cargo,,,,,
352760000,,,SUNBAY,3EXN4,Cargo,,,,,
352761000,,,VL PRIME,3FPE6,Oil Tanker,,,,,
352764000,,,HONG HARVEST,HPEN,Cargo,,,,,
352765000,,,C.S.OCEAN,3EPH6,Cargo,,,,,
352766000,,,CHANG AN REGAL,3FLJ3,,,,,,
352767000,,,HORNET,H3SR,Oil Tanker,,,,,
352768000,,,HUB DRAGON,HO9378,Tug,,,,,
352770000,,,IKOMASAN,H3ST,,,,,,
352771000,,,INTERSPRAY,3EZL6,,,,,,
352772000,,,KOHZAN MARU3,H3SV,Oil/Chemical Tanker,,,,,
352773000,,,DA HUA,3FPC8,General Cargo,,,,,
352774000,,,CHRISTINE STAR,3FCJ8,,,,,,
352775000,,,NAVIOS MELODIA,3FOS7,N/A,,,,,
352776000,,,NYK DELPHINUS,3ENU7,Cargo,,,,,
352778000,,,SUNNY PESCADORES,H8NV,N/A,,,,,
352779000,,,DEIMOS,3EOQ6,General Cargo,,,,,
352781000,,,SM FALCON,H3MW,Oil/Chemical Tanker,,,,,
352784000,,,FRIO ANTWERP,3FVX3,Reefer,,,,,
352785000,,,CROWN GARNET,3FSY6,Reefer,,,,,
352786000,,,FRIO POSEIDOM,3FRE3,,,,,,
352787000,,,MEDI YOKOHAMA,3FFG2,Bulk Carrier,,,,,
352789000,,,KEY DISCOVERY,3FJW4,Bulk Carrier,,,,,
352790000,,,4 ELEMENTS,HO2435,,,,,,
352792000,,,HO BAO,H3TB,Cargo,,,,,
352793000,,,LINDA FORTUNE,HOW6,Bulk Carrier,,,,,
352794000,,,SHANDONG EXPRESS,3EGA7,,,,,,
352796000,,,KHANA,3EYB6,N/A,,,,,
352797000,,,STAR OSPREY,3FXX8,Tanker,,,,,
352798000,,,VENICE BRIDGE,3EAU3,Cargo,,,,,
352799000,,,KELLY,3FVN3,Oil Tanker,,,,,
352800000,,,ESTIA,3EZG3,N/A,,,,,
352801000,,,FREEDOM ACE,H9BS,Vehicles Carrier,,,,,
352802000,,,CAPE DAISY,H3EP,,,,,,
352804000,,,NYK ATHENA,HPDY,Cargo,,,,,
352806000,,,NAMAKWA,HO2461,N/A,,,,,
352807000,,,CHEMTRANS1,3ENM6,Tanker,,,,,
352808000,,,KAIJIN,3FWI3,Vehicles Carrier,,,,,
352809000,,,NEW GIANT,3FTB6,Cargo,,,,,
352811000,,,ORIENTE CREST,HPFA,,,,,,
352812000,,,EAST WIND,HO6308,N/A,,,,,
352814000,,,CITRUS EXPRESS,3FPN5,Oil Tanker,,,,,
352815000,,,NAYUN,3ERQ8,Oil/Chemical Tanker,,,,,
352816000,,,UNITED WORLD,3FAZ8,N/A,,,,,
352821000,,,GLOBAL HERO,3FKA4,Other,,,,,
352822000,,,NYK ORION,3EPU6,Container,,,,,
352823000,,,IZUMO,3ENU8,General Cargo,,,,,
352824000,,,POSITIVE PIONEER,H3YB,Cargo,,,,,
352825000,,,MACAU MINERAL,H9FS,,,,,,
352828000,,,POLESTAR,3EWP7,,,,,,
352829000,,,EVER IMPERIAL,3FDL,Bulk Carrier,,,,,
352830000,,,MOL ATTRACTION,3EME9,,,,,,
352832000,,,PEONY,H9PU,,,,,,
352834000,,,BW UTIK,,Tanker,,,,,
352835000,,,MATSUSHIMA,3ENU9,,,,,,
352836000,,,JEMIMA,HO3912,,,,,,
352837000,,,JUBILANT DREAM,H8EX,N/A,,,,,
352839000,,,CLIPPER MAKISHIO,H3HE,,,,,,
352840000,,,MAGNOLIA ACE,3FAV3,Cargo,,,,,
352841000,,,TOWADA,3ECB7,Tanker,,,,,
352842000,,,GS NIKE,,Cargo,,,,,
352843000,,,BUNUN GLORY,3EYG6,Bulk Carrier,,,,,
352844000,,,JACHA,3EFC4,N/A,,,,,
352846000,,,FEYZ AMBASSADOR,3FSM5,Container,,,,,
352847000,,,GALAXY HARVEST,3EJB6,,,,,,
352848000,,,GLORIOUS SUNSHINE,H3BF,Bulk Carrier,,,,,
352850000,,,SM PUMA,3END5,Bulk Carrier,,,,,
352851000,,,OCEAN VICTORY,3FUZ2,Cargo,,,,,
352852000,,,UNI-ARDENT,3FPG8,N/A,,,,,
352853000,,,MSC LONDON,3FIL2,Container,,,,,
352854000,,,ZEYNEP,H3UK,Bulk Carrier,,,,,
352856000,,,KIRISHIMA SKY,3FPQ5,N/A,,,,,
352858000,,,MEDI HAKATA,HPSI,Bulk Carrier,,,,,
352861000,,,AFRICAN BUZZARD,3FWL3,Bulk Carrier,,,,,
352862000,,,CAPE UNITED,3ELP7,Bulk Carrier,,,,,
352864000,,,TOP FORTUNE,HOCS,Bulk Carrier,,,,,
352865000,,,NEW ASPIRATION,3FFN3,Cargo,,,,,
352866000,,,MERMAID EXPRESS,H9PV,Tanker,,,,,
352867000,,,DL ADONIS,3EIT4,Bulk Carrier,,,,,
352869000,,,RUHUNUPURA,3FXD4,,,,,,
352870000,,,MSC FLORENTINA,HPFH,Container,,,,,
352871000,,,MSC CANDICE,3ENC5,Container,,,,,
352872000,,,STX JAGUAR,3FMG2,,,,,,
352873000,,,HERO,3FXI3,N/A,,,,,
352874000,,,UP JASPER,3FUI,,,,,,
352875000,,,APONI,HPFI,,,,,,
352876000,,,SELETAR,H9PH,,,,,,
352878000,,,ANGELIKI I,3FRZ6,,,,,,
352879000,,,GRAND PAVO,3EAG4,Vehicles Carrier,,,,,
352880000,,,ILC UNION,3FBF8,Cargo,,,,,
352881000,,,MSC SHAULA,H3EX,,,,,,
352882000,,,MIKAWA,3ECW3,,,,,,
352883000,,,GULF PEARL II,3FLJ2,,,,,,
352884000,,,ALTAIR SKY,3FOW3,Cargo,,,,,
352885000,,,FRONTIER HERO,3FFJ9,N/A,,,,,
352886000,,,ABK TIGER,3EOR9,Bulk Carrier,,,,,
352887000,,,SILVER ARROW,3FNH4,,,,,,
352888000,,,BULK BOLIVIA,3FRD9,Bulk Carrier,,,,,
352890000,,,MERMAID SAPPHIRE,3FJX5,Supply,,,,,
352891000,,,PANAGIA KANALA,3FDF6,General Cargo,,,,,
352892000,,,NAVIOS ALEGRIA,H9GP,N/A,,,,,
352894000,,,TUNA QUEEN,HPFK,Reefer,,,,,
352895000,,,PACIFIC POLARIS,H8OD,,,,,,
352898000,,,YUSHO ANGEL 2,HP3400,Cargo,,,,,
352900000,,,VIOLET 1,3FFR8,Oil/Chemical Tanker,,,,,
352901000,,,NAVE AQUILA,3FLZ5,Oil/Chemical Tanker,,,,,
352903000,,,DILA S,HO4847,,,,,,
352904000,,,EXPRESS 76,HP5370,N/A,,,,,
352905000,,,KEN HOU,HOIK,Bulk Carrier,,,,,
352906000,,,K. JASMINE,3EPQ5,LNG Tanker,,,,,
352907000,,,CHAMPION PLEASURE,3EMS8,Oil Tanker,,,,,
352909000,,,K.PROMISE,H3XK,Bulk Carrier,,,,,
352910000,,,TEAM ACE,HOUG,General Cargo,,,,,
352911000,,,CORONA JOYFUL,HPFL,,,,,,
352913000,,,HANNES,H9GX,,,,,,
352914000,,,ORION III,H3YY,Bulk Carrier,,,,,
352915000,,,HEROIC ACE,HPFM,Vehicles Carrier,,,,,
352919000,,,EVER REWARD,3FYB3,Cargo,,,,,
352920000,,,MEGA OCEAN,3FBP6,N/A,,,,,
352921000,,,SHIN CHUETSU,3FPI8,Cargo,,,,,
352923000,,,GECO TOPAZ,3FYH3,Research,,,,,
352924000,,,CS TINA,3EPU7,Container,,,,,
352925000,,,GECO DIAMOND,3FYJ3,Research,,,,,
352926000,,,GECO EMERALD,3FYK3,Research,,,,,
352927000,,,GOLDEN PIONEER,3EYG4,Tanker,,,,,
352929000,,,OREGON HIGHWAY,3ENO7,Vehicles Carrier,,,,,
352931000,,,COSCO RAN,H9QG,Cargo,,,,,
352932000,,,MIGHTY BOSS,HOIT,Cargo,,,,,
352934000,,,GREAT FISH,3EXX7,N/A,,,,,
352935000,,,GRAND PIONEER,HOBN,Vehicles Carrier,,,,,
352936000,,,KAIYO,HPPM,Cargo,,,,,
352938000,,,PANAMAX PEPPOU,HOBO,Cargo,,,,,
352939000,,,MORNING EMMA,H9EZ,LPG Tanker,,,,,
352940000,,,GECO TAU,3FGQ4,Bulk Carrier,,,,,
352941000,,,AUDAX,H3TJ,N/A,,,,,
352943000,,,ALEXANDER CARL,3FMZ3,Cargo,,,,,
352944000,,,CHENG LU 1,3EVO4,Cargo,,,,,
352945000,,,BAO FU,3FUP5,Cargo,,,,,
352946000,,,GLORIOUS EARTH,,Cargo,,,,,
352947000,,,ARETHUSA,H3TK,Cargo,,,,,
352948000,,,MSC NERISSA,H3LP,Container,,,,,
352949000,,,SORRELLE,3FUB,Oil/Chemical Tanker,,,,,
352950000,,,UNITY,B C,Cargo,,,,,
352951000,,,EAST EXPRESS,3FTZ4,Cargo,,,,,
352952000,,,MSC NEW YORK,HOFP,Container,,,,,
352953000,,,TICEN OCEAN,3FBY3,N/A,,,,,
352955000,,,PAPORA WISDOM,3FAD2,Cargo,,,,,
352957000,,,LOWLANDS MAINE,H9JU,Bulk Carrier,,,,,
352959000,,,RED LILY,H8OE,,,,,,
352960000,,,MORNING LENA,3FBV,Vehicles Carrier,,,,,
352962000,,,SALDANHA BAY,3FBF5,Cargo,,,,,
352963000,,,WINNING FRIEND,3FUT2,,,,,,
352965000,,,YAKOOT,3FQB3,General Cargo,,,,,
352966000,,,FRIO LAS PALMAS,3FJQ3,,,,,,
352967000,,,CORONA NATURE,3FCM,Cargo,,,,,
352970000,,,TC GOLD,3FJG9,N/A,,,,,
352971000,,,BRIGHT PEGASUS,3FJQ4,Bulk Carrier,,,,,
352972000,,,GRACE SULPHUR,3EYQ5,Tanker,,,,,
352974000,,,DURBAN BULKER,H9CO,,,,,,
352975000,,,KMTC NINGBO,3FCO6,Cargo,,,,,
352977000,,,XIANG XIU,3FXY3,,,,,,
352978000,,,SAHAM,3FWF2,Oil Tanker,,,,,
352979000,,,LAKE D,3FKW,Bulk Carrier,,,,,
352980000,,,ATAMAN,H9FW,Cargo,,,,,
352981000,,,HOKUETSU IBIS,3EQF8,Wood Chips Carrier,,,,,
352982000,,,PRINCESS JUANA K,,Cargo,,,,,
352983000,,,MSC STELLA,H8PA,Cargo,,,,,
352984000,,,CABO NEGRO II,3EFP6,Tanker,,,,,
352985000,,,APOLLON,HPFW,Bulk Carrier,,,,,
352986000,,,ASTRA-G,HP8120,Research,,,,,
352987000,,,MOL ENDEAVOR,HPFX,Cargo,,,,,
352989000,,,OCEAN LINK,3FSQ9,Cable Layer,,,,,
352990000,,,SOLA GRATIA,HPFZ,Cement Carrier,,,,,
352992000,,,TATSUKI MARU,HOBS,N/A,,,,,
352993000,,,NIKOLAS D,3EIJ9,Bulk Carrier,,,,,
352995000,,,GLOBAL EVEREST,3EUO4,Oil Tanker,,,,,
352996000,,,FJ BIANCA,3FBY3,Bulk Carrier,,,,,
352997000,,,MANUEL GUAL,3FZC8,Cargo,,,,,
352998000,,,SUMIHOU,3FVU6,Cargo,,,,,
352999000,,,MARIMAR GAS,,Tanker,,,,,
353003000,,,SPRING BRAVE,3ENV4,Bulk Carrier,,,,,
353005000,,,DERYOUNG SHINESTONE,3EAG5,Cargo,,,,,
353006000,,,CORELEADER OL,3FWA5,Bulk Carrier,,,,,
353007000,,,GOLDEN SIRIUS,3FYA3,Oil/Chemical Tanker,,,,,
353008000,,,GREEK WARRIOR,3EWJ7,Cargo,,,,,
353009000,,,EISHO,3EVN4,Bulk Carrier,,,,,
353013000,,,APOLLON HIGHWAY,3EJX7,Vehicles Carrier,,,,,
353015000,,,FU MING,3FTO3,N/A,,,,,
353016000,,,JUPITER GLORY,3FPK8,,,,,,
353017000,,,BENETE BAY,3EQN8,,,,,,
353018000,,,PAQUIS,3EAK9,Cargo,,,,,
353019000,,,FRIOCANARIAS,3FZW3,,,,,,
353023000,,,SEABULK TIMS I,HO9648,,,,,,
353024000,,,TOYO,H3ZA,Oil Tanker,,,,,
353025000,,,NYK DEMETER,3ENV5,Cargo,,,,,
353026000,,,ZENITH 4,3EYZ4,,,,,,
353027000,,,EVER ALLY,3FTK6,N/A,,,,,
353028000,,,MAJESTIC PESCADORES,HOJG,,,,,,
353029000,,,VOLISSOS POWER,,,,,,,
353033000,,,SILVER MOON,3EBQ8,Vehicles Carrier,,,,,
353035000,,,ULTRA SERVAL,3EEX2,Bulk Carrier,,,,,
353036000,,,EVER JUDGER,3ERQ4,Cargo,,,,,
353037000,,,IGA,3FTM6,,,,,,
353038000,,,FJ STAR,HOSV,Bulk Carrier,,,,,
353039000,,,LIBERTY ACE,HOJZ,Cargo,,,,,
353040000,,,ARUN 9,HP3500,,,,,,
353042000,,,CASPIAN RAUSHAN,HO4450,,,,,,
353043000,,,DL POPPY,3FOO2,,,,,,
353044000,,,USAN FPSO,3FOC2,,,,,,
353046000,,,YM ORCHID,H3TM,N/A,,,,,
353047000,,,SOLITAIRE I,H3FH,Bulk Carrier,,,,,
353048000,,,VERGINA,3EGH3,N/A,,,,,
353051000,,,MSC GAIA,3EXO7,Container,,,,,
353052000,,,CHEMSTAR RIVER,3FGL6,Chemical Tanker,,,,,
353054000,,,NORTHERN ODIN,HP4877,,,,,,
353055000,,,DAGAT BLUE,3EAS8,Cargo,,,,,
353056000,,,OSTRIA,H8KK,General Cargo,,,,,
353057000,,,NICHIOH,H3MB,Tanker,,,,,
353058000,,,SUN GRACE,HOBT,Cargo,,,,,
353059000,,,HEUNG-A SARAH,3ELR4,Container,,,,,
353060000,,,OCEAN MAINTAINER I,3ELY,,,,,,
353063000,,,BOSPHORUS ASIA,3FVK3,Bulk Carrier,,,,,
353065000,,,BASIC CHALLENGER,3FZW6,Bulk Carrier,,,,,
353066000,,,QI YUN HE,H3TP,Cargo,,,,,
353068000,,,MEDI PAESTUM,HOVM,Cargo,,,,,
353069000,,,FAIRCHEM SUCCESS,3FFK9,Chemical Tanker,,,,,
353070000,,,JUMANA,3FIH8,Bulk Carrier,,,,,
353071000,,,STAR HARMONY,3FZX9,Bulk Carrier,,,,,
353073000,,,SEN-OKU,3EDP5,Cargo,,,,,
353074000,,,MARITIME LONGEVITY,3EUX4,Bulk Carrier,,,,,
353076000,,,TSYS,3FCH2,N/A,,,,,
353077000,,,ROYAL,3ENV6,,,,,,
353078000,,,HANJIN RAS L(3N,,Tanker,,,,,
353079000,,,PANTODYNAMOS,HO4409,,,,,,
353081000,,,ELEGANT SW,3EZS,Bulk Carrier,,,,,
353082000,,,MSC ABIDJAN,3FSG8,Container,,,,,
353083000,,,CITY OF ST. PETERSBURG,3FIM5,Vehicles Carrier,,,,,
353084000,,,IVY OCEAN,3EVU5,N/A,,,,,
353086000,,,GENIUS STAR X,3ETU3,Cargo,,,,,
353089000,,,SITC DANANG,H3TQ,Container,,,,,
353090000,,,MARIANNE STOEGER,3EYT2,Bulk Carrier,,,,,
353092000,,,OCEAN ECHO,3EZM6,Cargo,,,,,
353093000,,,INDIGO SPICA,3ESQ8,Bulk Carrier,,,,,
353095000,,,CARLOTA C,3FDK7,Oil/Chemical Tanker,,,,,
353096000,,,SUNNY HOPE,3EVB9,Cargo,,,,,
353098000,,,SEVEN SEAS HIGHWAY,H9RB,,,,,,
353099000,,,BUA CEMENT I,3ERC8,,,,,,
353100000,,,GALVESTON HIGHWAY,3FAJ5,Vehicles Carrier,,,,,
353101000,,,NAVIOS STAR,HOBU,Bulk Carrier,,,,,
353105000,,,HORIZON HIGHWAY,3FVP9,Vehicles Carrier,,,,,
353106000,,,AA-0803,HP6071,,,,,,
353107000,,,GOLDEN YASAKA,3FTM8,,,,,,
353108000,,,GINGA COUGAR,3EAG7,Oil/Chemical Tanker,,,,,
353109000,,,LAUREL ACE,3FMR3,Bulk Carrier,,,,,
353111000,,,VERRAZANO BRIDGE,HOKN,Cargo,,,,,
353112000,,,DEL MONTE ROSE,3EGY4,Container,,,,,
353113000,,,SAKURA I,,,,,,,
353114000,,,VALOR SW,3EQW9,N/A,,,,,
353115000,,,WHITE ARROW,3FUY4,,,,,,
353116000,,,HJ CHEONGJEONGNURI,H9QU,N/A,,,,,
353117000,,,MAERSK PUELO,3EPS9,Container,,,,,
353118000,,,BOTAFOGO GAS,3FCM6,Other,,,,,
353119000,,,WESTWIND,HO2777,,,,,,
353120000,,,HEILAN JOURNEY,3FSP8,N/A,,,,,
353121000,,,LIAN FU STAR,3EQI9,,,,,,
353123000,,,MINNEAPOLIS MIYO,3FOW5,General Cargo,,,,,
353126000,,,VENUS N,3FVP8,,,,,,
353127000,,,FORTUNE WIND,3FBQ4,,,,,,
353128000,,,OCEAN FLOWER,3FZU3,Bulk Carrier,,,,,
353129000,,,TRISTEN,,Tanker,,,,,
353130000,,,GAZ REDSEA,HOBV,LPG Tanker,,,,,
353131000,,,OCEAN PHOENIX,3EXK3,Bulk Carrier,,,,,
353134000,,,ASIAN JADE,H8TC,,,,,,
353135000,,,CLIPPER TRITON,3FSC3,Bulk Carrier,,,,,
353136000,,,EVER GIVEN,H3RC,Container,,,,,
353139000,,,AMBASSADOR BRIDGE,3FSJ4,Container,,,,,
353140000,,,NORDIC PRINCE,3EXE8,Supply,,,,,
353143000,,,HONG YUAN,3EUX3,Bulk Carrier,,,,,
353145000,,,LIBERTY B,3ENW2,N/A,,,,,
353146000,,,ARAMIS,HPCV,Cargo,,,,,
353150000,,,IKAN JERUNG,3FBI8,Cargo,,,,,
353151000,,,ASPHALT II,3ETE9,N/A,,,,,
353153000,,,STELLAR SUNRISE,3FUB5,Wood Chips Carrier,,,,,
353154000,,,KING BEANS,3FKO6,Bulk Carrier,,,,,
353155000,,,MSC EMANUELA,3FKG,Container,,,,,
353156000,,,ATLANTIC HIGHWAY,HOBY,Cargo,,,,,
353157000,,,EVER RELIANCE,3EWX9,Bulk Carrier,,,,,
353158000,,,SEA GLORIA,3FCG4,,,,,,
353159000,,,BERJAYA,3FTP3,,,,,,
353160000,,,MSC SONIA,3EUP7,Container,,,,,
353161000,,,TIINA TOO,3EIA7,Oil/Chemical Tanker,,,,,
353162000,,,MSC BEATRICE,3FUF2,Container,,,,,
353163000,,,NORD CETUS,3EWE5,Bulk Carrier,,,,,
353166000,,,VSG GLORY,3FCJ4,,,,,,
353167000,,,NAYARIT,HP6502,,,,,,
353170000,,,MEDI IMABARI,3EPB6,Cargo,,,,,
353171000,,,ALBACORA CARIBE,H9HB,Other,,,,,
353172000,,,AKANE,H3UD,Oil Tanker,,,,,
353175000,,,JACQUES,3ENX5,Tug,,,,,
353176000,,,SEABOARD INTREPID,3EMV5,,,,,,
353177000,,,JOHN LETHBRIDGE,H8PY,Research,,,,,
353178000,,,IKAN SELAYANG,3ETT9,N/A,,,,,
353179000,,,BELDE,3FEW3,,,,,,
353180000,,,YONG PING 5,3EBW4,,,,,,
353181000,,,NAVE ALDERAMIN,3FSO5,Oil/Chemical Tanker,,,,,
353183000,,,FURNESS ST KILDA,3FGJ2,Cargo,,,,,
353184000,,,ELITE GRACE,HPGN,N/A,,,,,
353185000,,,KURIKOMA,3FTS6,Reefer,,,,,
353186000,,,GLOMAR PATRIOT,HP8004,Supply,,,,,
353187000,,,HONGXIANG,HPGO,Cargo,,,,,
353188000,,,KURUSHIMA,3EUX6,Other,,,,,
353189000,,,LADY LINN,3FFH8,LPG Tanker,,,,,
353191000,,,DL LILAC,3FFH8,Bulk Carrier,,,,,
353192000,,,ALA,HP8155,Tanker,,,,,
353193000,,,FOREST SYMPHONY,,Cargo,,,,,
353195000,,,YUSHAN BLOSSOM,3FDY7,,,,,,
353197000,,,PRINS 2,HO8081,,,,,,
353199000,,,RIO CHOAPA,3EYF4,Cargo,,,,,
353200000,,,POAVOSA WISDOM III,3FLC5,Bulk Carrier,,,,,
353201000,,,VALENTIN-I,H8QD,,,,,,
353202000,,,OS REEFER 2,HP7729,N/A,,,,,
353203000,,,THE JUST,3ETX9,Cargo,,,,,
353204000,,,XIN BIN HAI,3EYB5,Bulk Carrier,,,,,
